strategy,base_lap_time_s,lap_time_proxy_s,deploy_gain_s,regen_loss_s,clipping_duration_s,max_speed_loss_kmh,end_soc_mj,unused_energy_mj,max_battery_temp_c,mean_clipping_risk,max_clipping_risk,total_deploy_mj,total_regen_mj
fixed_map,101.67805848413934,102.2819870432613,0.37731033672191977,0.04793714125459375,38.887573107886524,12.0,0.2628727652691053,0.08287276526910531,42.9812304455777,0.8564766340691146,0.9999731794617241,4.612428369518059,2.6631745141440977
predictive_mpc,101.67805848413934,101.36386586634349,0.3725775975290109,0.05838497973315905,0.0,0.0,0.2282137992081303,0.04821379920813032,42.980968133802385,0.8316993364685347,0.9999698431700097,5.046897974513501,3.243609985175503
